pincode,area,district,state,lat,lon
321402,Baroda BO,Bharatpur,Rajasthan,26.98409,77.42554
321403,Dana Khedli BO,Bharatpur,Rajasthan,26.88972,77.49185
321404,Chenkora BO,Bharatpur,Rajasthan,26.99992,77.61182
321405,Garhi Bajna BO,Bharatpur,Rajasthan,26.85733,77.3811
321406,Nayagaom Khalsa B.O,Bharatpur,Rajasthan,27.03937,77.15036
321407,Mudia Sadh B.O,Bharatpur,Rajasthan,27.14162,77.07245
321408,Hishamada BO,Bharatpur,Rajasthan,27.02202,77.18889
321409,Ghatri B.O,Bharatpur,Rajasthan,26.95443,77.10149
321410,Sadpura BO,Bharatpur,Rajasthan,26.9149,76.51035
321411,Gajipur BO,Bharatpur,Rajasthan,26.86612,77.20983
321601,Kherli Gujar B.O,Bharatpur,Rajasthan,27.19339,77.15884
321602,Gangrauli B.O,Bharatpur,Rajasthan,27.21442,77.27611
321605,Isrota B.O,Alwar,Rajasthan,27.35092,77.0517
321606,Daroda B.O,Alwar,Rajasthan,27.23246,76.98399
321607,Hasanpur B.O,Alwar,Rajasthan,27.57399,77.78227
321608,Pali BO,Dausa,Rajasthan,26.64781,76.87804
321609,Garh Himmat Singh BO,Dausa,Rajasthan,27.21196,76.84087
321610,Bhajeda BO,Karauli,Rajasthan,27.11103,76.71242
321611,Bonl BO,Karauli,Rajasthan,26.87826,76.86644
321612,Gazipura BO,Dausa,Rajasthan,26.3103,77.01813
321613,Pakhar BO,Dausa,Rajasthan,26.81059,76.2288
321614,Nayabas B.O,Bharatpur,Rajasthan,26.31121,78.27791
321615,Naroli B.O,Bharatpur,Rajasthan,27.14314,77.12486
321633,Devli B.O,Alwar,Rajasthan,27.33634,76.6966
321642,Bhutoli B.O,Bharatpur,Rajasthan,27.13983,77.24028
322001,Sawaimadhopur HO,Sawai Madhopur,Rajasthan,25.95618,76.34248
322021,Alanpur SO,Sawai Madhopur,Rajasthan,25.99544,76.04442
322023,Bans Torda BO,Sawai Madhopur,Rajasthan,26.62146,76.16938
322024,Gambhira BO,Sawai Madhopur,Rajasthan,26.30612,76.13345
322025,Barnawada BO,Sawai Madhopur,Rajasthan,26.13008,76.7011
322026,Lahsoda BO,Sawai Madhopur,Rajasthan,25.69086,76.18917
322027,Karmoda BO,Sawai Madhopur,Rajasthan,26.11253,76.35686
322028,Behted BO,Sawai Madhopur,Rajasthan,26.15956,76.49353
322029,Kundera SO,Sawai Madhopur,Rajasthan,26.18213,76.49279
322030,Malrna Chaur SO,Sawai Madhopur,Rajasthan,26.27433,76.36303
322033,Hadoti BO,Karauli,Rajasthan,25.02172,78.14423
322034,Makholi BO,Sawai Madhopur,Rajasthan,26.22614,76.52536
322201,Gangapur HO,Sawai Madhopur,Rajasthan,26.88474,77.82777
322202,Chuli BO,Sawai Madhopur,Rajasthan,25.5404,77.27522
322203,Chauragon BO,Karauli,Rajasthan,25.93022,76.10347
322204,Kunjela BO,Karauli,Rajasthan,26.42364,76.59154
322205,Khandeep BO,Sawai Madhopur,Rajasthan,26.59297,76.83619
322211,Kakrala BO,Sawai Madhopur,Rajasthan,25.91243,77.68172
322212,Amavragarh BO,Sawai Madhopur,Rajasthan,25.61584,76.32016
322213,Kamalpura BO,Karauli,Rajasthan,26.61275,77.83503
322214,Dabar BO,Sawai Madhopur,Rajasthan,26.96702,76.62502
322215,Kema BO,Karauli,Rajasthan,26.69813,76.64245
322216,Badagaon BO,Karauli,Rajasthan,27.16965,76.92632
322218,Bajna BO,Karauli,Rajasthan,26.27303,76.77015
322219,Baroli BO,Sawai Madhopur,Rajasthan,26.49499,76.56048
322220,Maheswa BO,Karauli,Rajasthan,26.67321,77.27466
322230,Hindaun HO,Karauli,Rajasthan,26.63674,76.82498
322234,Gavda Meena BO,Karauli,Rajasthan,26.64081,76.97139
322236,Jagar BO,Karauli,Rajasthan,26.64977,77.00981
322238,Kudhawal BO,Karauli,Rajasthan,26.7973,76.84081
322240,Bada Bujurg BO,Dausa,Rajasthan,26.42662,77.93496
322241,Ata BO,Karauli,Rajasthan,26.59814,76.89946
322242,Chhabar BO,Karauli,Rajasthan,26.77284,77.14634
322243,Karsai BO,Karauli,Rajasthan,25.85167,76.8526
322249,Khoobnagar BO,Karauli,Rajasthan,26.3684,77.01234
322251,Ninder BO,Karauli,Rajasthan,26.36628,77.18088
322252,Dhanda BO,Karauli,Rajasthan,26.80681,77.13071
322254,Jagdishpura BO,Karauli,Rajasthan,26.77564,76.96747
322255,Bariya BO,Karauli,Rajasthan,26.64947,76.76559
322701,Jhopra BO,Sawai Madhopur,Rajasthan,26.11364,76.2799
322702,Bagina BO,Sawai Madhopur,Rajasthan,26.43812,76.78157
322703,Ancher BO,Sawai Madhopur,Rajasthan,26.18052,76.07891
322704,Mahapura BO,Sawai Madhopur,Rajasthan,26.21322,76.05616
323001,Bundi H.O,Bundi,Rajasthan,25.75676,75.95445
323021,Alphanagar B.O,Bundi,Rajasthan,25.72551,75.77662
323022,Dabi B.O,Bundi,Rajasthan,25.36216,75.43182
323023,Chatarganj B.O,Bundi,Rajasthan,25.55723,75.4904
323024,Abar B.O,Bundi,Rajasthan,25.93039,75.22425
323025,Vijaygarh B.O,Bundi,Rajasthan,26.47579,75.3431
323026,Bhawanipura B.O,Bundi,Rajasthan,26.27528,75.66989
323301,Arnetha B.O,Bundi,Rajasthan,25.76991,75.56393
323303,Anushakti S.O,Chittorgarh,Rajasthan,24.72747,74.32311
323304,Sripura B.O,Chittorgarh,Rajasthan,24.88822,75.19265
323305,Rawatbhatta  Bazar S.O,Chittorgarh,Rajasthan,24.88278,74.6225
323307,Barodia B.O,Chittorgarh,Rajasthan,24.88216,75.64337
323601,Kesoraipatan S.O,Bundi,Rajasthan,25.29978,75.93519
323602,Karwala B.O,Bundi,Rajasthan,26.16926,75.26502
323603,Utharana B.O,Bundi,Rajasthan,25.38766,75.89885
323613,Indergarh S.O (Bundi),Bundi,Rajasthan,26.71647,75.89209
323614,Balban B.O,Bundi,Rajasthan,26.26417,76.05095
323615,Lakheri Gaon S.O,Bundi,Rajasthan,26.11883,75.71894
323616,Kaithuda B.O,Bundi,Rajasthan,25.54259,75.60202
323801,Phuleta B.O,Bundi,Rajasthan,25.86345,75.69541
323802,Morsan B.O,Bundi,Rajasthan,25.33248,75.40586
323803,Ajeta B.O,Bundi,Rajasthan,25.7319,75.47375
324001,Kota H.O,Kota,Rajasthan,25.20486,75.85873
324002,Sogaria B.O,Kota,Rajasthan,25.20885,75.89219
324003,Industerial Estate Kota S.O,Kota,Rajasthan,25.15556,75.87111
324004,Udyog Puri Kota S.O,Kota,Rajasthan,25.1325,75.89417
324005,I.P.I.A. KOTA S.O.,Kota,Rajasthan,25.14034,75.85186
324006,Subzi Mandi Kota S.O,Kota,Rajasthan,25.17787,75.83852
324007,New Grain Mandi Kota H.O,Kota,Rajasthan,25.1676,75.85374
324008,Thermal Colony Kota S.O,Kota,Rajasthan,25.20259,75.81963
324009,Dadabari Kota S.O,Kota,Rajasthan,24.63222,75.89043
324010,Jaspura,Kota,Rajasthan,24.99147,75.76269
325001,Dhoti B.O,Kota,Rajasthan,25.0326,75.33951
325003,Bhanwaria B.O,Kota,Rajasthan,25.03217,75.96203
325004,Binayaka B.O,Kota,Rajasthan,25.48143,76.38986
325009,Jorawarpura B.O,Kota,Rajasthan,25.69608,76.35098
325201,Dungarja B.O,Kota,Rajasthan,25.34024,75.87597
325202,Palaitha B.O,Baran,Rajasthan,25.18619,76.2828
325203,Choma Malian B.O,Kota,Rajasthan,25.16229,76.09938
325204,Budha Deet B.O,Kota,Rajasthan,25.25012,76.19844
325205,Barana B.O,Baran,Rajasthan,25.0374,76.53219
325206,Badgaon B.O,Baran,Rajasthan,25.24286,76.34813
325207,Bamla B.O,Baran,Rajasthan,24.90071,76.5725
325208,Gadepan S.O,Kota,Rajasthan,25.27018,75.04015
325209,Badwa B.O,Baran,Rajasthan,25.0699,76.39073
325214,Ayani B.O,Kota,Rajasthan,25.32418,76.52183
325215,Bamori Kalan B.O,Baran,Rajasthan,25.22995,76.57147
325216,Chhinod B.O,Baran,Rajasthan,25.04768,76.66628
325217,Bamangaon B.O,Baran,Rajasthan,25.19723,77.09348
325218,Chardana B.O,Baran,Rajasthan,25.09731,76.40425
325219,Mawasa B.O,Baran,Rajasthan,24.73691,76.65936
325220,Bapcha B.O,Baran,Rajasthan,24.9518,76.57015
325221,Ajnawar B.O,Baran,Rajasthan,24.66058,76.67698
325222,Koyala B.O,Baran,Rajasthan,25.22823,76.48301
325223,Bhensara B.O,Baran,Rajasthan,24.7371,76.55451
325224,Chhaatarganj B.O,Baran,Rajasthan,25.03373,76.82707
325601,Hingi B.O,Kota,Rajasthan,25.00297,76.18553
325602,Dhulet B.O,Kota,Rajasthan,25.09515,76.05384
326001,Jhalawar H.O,Jhalawar,Rajasthan,24.57454,76.17867
326021,Dungargaon B.O,Jhalawar,Rajasthan,24.44934,76.29202
326022,Agaria B.O,Jhalawar,Rajasthan,24.3387,76.23643
326023,Bhanwarsa B.O,Jhalawar,Rajasthan,24.47017,76.16585
326033,Gehu Khedi B.O,Jhalawar,Rajasthan,24.38135,76.56362
326034,Odiya Khedi B.O,Jhalawar,Rajasthan,24.44928,76.09232
326035,Bareda B.O,Jhalawar,Rajasthan,24.50545,76.37837
326036,Banore B.O,Jhalawar,Rajasthan,24.40663,76.204
326037,Chandpura Bheelan B.O,Jhalawar,Rajasthan,24.39817,76.69996
326038,Akodiya B.O,Jhalawar,Rajasthan,24.72794,76.35418
326039,Asalpur B.O,Jhalawar,Rajasthan,24.32462,76.43151
326501,Khod B.O,Jhalawar,Rajasthan,24.51533,76.09416
326502,Sulia B.O,Jhalawar,Rajasthan,24.40858,75.9621
326512,Maralwada B.O,Jhalawar,Rajasthan,24.27044,75.89566
326513,Sirpoi B.O,Jhalawar,Rajasthan,24.35135,75.90848
326514,Harnawda B.O,Jhalawar,Rajasthan,24.71363,75.69752
326515,Bardia Veer Ji B.O,Jhalawar,Rajasthan,23.89039,75.58231
326516,Rojhana B.O,Jhalawar,Rajasthan,24.07259,75.75629
326517,Morak S.O,Kota,Rajasthan,24.71981,76.27614
326518,Deoli B.O,Kota,Rajasthan,25.27065,75.87461
326519,Julmi B.O,Kota,Rajasthan,24.62951,75.96576
326520,Barodia Kalan B.O,Kota,Rajasthan,24.72303,75.93263
326529,Richhadia B.O,Kota,Rajasthan,24.83741,75.44681
326530,Suket S.O,Kota,Rajasthan,24.66874,76.04692
327001,Banswara H.O,Banswara,Rajasthan,23.60509,74.49228
327021,Bhimpur B.O,Banswara,Rajasthan,23.76069,74.28218
327022,Berwa B.O,Banswara,Rajasthan,23.62617,74.17966
327023,Devda B.O,Banswara,Rajasthan,23.74803,74.37888
327024,Partapur S.O,Banswara,Rajasthan,23.59125,74.1755
327025,Bachadiya B.O,Banswara,Rajasthan,23.61749,74.25909
327026,Badgun B.O,Banswara,Rajasthan,23.68622,74.5289
327027,Dungar B.O,Banswara,Rajasthan,23.82352,74.47619
327031,Badliya B.O,Banswara,Rajasthan,23.39505,74.08634
327032,Bassi Badi B.O,Banswara,Rajasthan,23.43632,74.16952
327034,Amja B.O,Banswara,Rajasthan,23.52378,74.19633
327601,Chordi B.O,Banswara,Rajasthan,23.29252,74.19297
327602,Kesharwadi B.O,Banswara,Rajasthan,23.22048,74.30071
327603,Naugama B.O,Na,Na,23.45524,74.2921
327604,Bodigama B.O,Banswara,Rajasthan,23.41733,74.36467
327605,Akhebhanji Ka Gara B.O,Banswara,Rajasthan,23.76612,74.18949
327606,Peeplod B.O,Banswara,Rajasthan,23.3278,74.33128
327801,Badi Sarwa B.O,Banswara,Rajasthan,23.21567,74.47576
328001,Dholpur HO,Dholpur,Rajasthan,26.73931,77.63345
328021,Dhanora BO,Dholpur,Rajasthan,26.63641,77.61337
328022,Bharli BO,Dholpur,Rajasthan,26.78434,77.37194
328023,Maloni Panwar BO,Dholpur,Rajasthan,26.87688,77.80534
328024,Bintipura BO,Dholpur,Rajasthan,26.843,77.93294
328025,Hathbai BO,Dholpur,Rajasthan,26.86944,78.13426
328026,Madanpur BO,Dholpur,Rajasthan,26.49131,77.36284
328027,Kanasil BO,Dholpur,Rajasthan,26.8239,77.24141
328028,Basainadang BO,Dholpur,Rajasthan,26.58864,77.82097
328029,Lalpur Rehsena BO,Dholpur,Rajasthan,26.76648,78.05597
328030,Basai Samanta BO,Dholpur,Rajasthan,26.72971,77.82788
328031,Angai BO,Dholpur,Rajasthan,26.62092,77.54831
328041,Gadhi Sukkha BO,Dholpur,Rajasthan,26.72077,77.71572
331001,Churu H.O,Churu,Rajasthan,28.37417,74.99023
331021,Dhani D.S.Pura B.O,Churu,Rajasthan,28.21892,74.95308
331022,Ratangarh H.O,Churu,Rajasthan,28.11549,74.6518
331023,Chubakia Tal B.O,Churu,Rajasthan,28.6802,75.36876
331024,Neemakidhani BO,Sikar,Rajasthan,28.14416,74.9975
331025,Bas Ghasiram B.O,Jhunjhunu,Rajasthan,28.2769,75.29524
331026,Jabasar B.O,Jhunjhunu,Rajasthan,28.39491,75.215
331027,Gangiasar B.O,Jhunjhunu,Rajasthan,28.23505,75.22386
331028,Malsisar S.O,Jhunjhunu,Rajasthan,28.33669,75.28162
331029,Hadyal Village B.O,Churu,Rajasthan,28.4677,75.13739
331031,Molisar B.O,Churu,Rajasthan,28.46289,75.064
331301,Bewar B.O,Churu,Rajasthan,28.54372,75.57073
331302,Raiyatunda B.O,Churu,Rajasthan,28.79698,74.8136
331303,Lilawati B.O,Churu,Rajasthan,28.3655,75.39076
331304,Allayala B.O,Churu,Rajasthan,28.68413,74.8743
331305,Bhamreed B.O,Churu,Rajasthan,28.54265,75.4491
331402,Jaisinghsar B.O,Churu,Rajasthan,28.38967,74.60203
331403,Adsisar B.O,Churu,Rajasthan,28.4579,74.41285
331411,Jaitsisar B.O,Churu,Rajasthan,28.67445,74.34845
331501,Dariba B.O,Churu,Rajasthan,27.85339,74.30247
331502,Dewani B.O,Churu,Rajasthan,27.81603,74.43647
331503,Charwas S.O,Churu,Rajasthan,27.80381,74.40856
331504,Ajeetsar B.O,Churu,Rajasthan,28.30272,74.96708
331505,Absar B.O,Churu,Rajasthan,28.29028,74.96139
331506,Charia B.O,Churu,Rajasthan,27.72489,74.72428
331507,Jindrasar B.O,Churu,Rajasthan,27.69656,74.468
331517,Amarsar B.O,Churu,Rajasthan,27.76536,74.16558
331518,Badsar B.O,Churu,Rajasthan,28.29028,74.96139
331701,Bhimsana B.O,Churu,Rajasthan,28.89434,75.34023
331801,Surjansar B.O,Bikaner,Rajasthan,28.11678,73.98858
331802,Binadesar B.O,Churu,Rajasthan,28.06856,74.39373
331803,Bana B.O,Bikaner,Rajasthan,28.1485,74.01135
331811,Jodhasar B.O,Bikaner,Rajasthan,28.10917,73.59432
332001,Sikar HO,Sikar,Rajasthan,27.61563,75.1237
332002,Nagwa BO,Sikar,Rajasthan,27.51014,75.00756
332003,NDC Sikar,Sikar,Rajasthan,27.61627,75.15244
332021,Nani BO,Sikar,Rajasthan,27.59644,75.19827
332023,Mundawara BO,Sikar,Rajasthan,27.43839,75.17976
332024,Tarpura BO,Sikar,Rajasthan,27.69347,75.18724
332025,Bhirana BO,Sikar,Rajasthan,27.39011,74.93508
332026,Tunwa BO,Sikar,Rajasthan,27.61232,74.80093
332027,Purohitkabas BO,Sikar,Rajasthan,27.65211,75.27262
332028,Bhilunda BO,Sikar,Rajasthan,27.53386,74.84303
332029,Sutod BO,Sikar,Rajasthan,27.65436,74.73921
332030,Singrawat SO,Sikar,Rajasthan,27.46327,74.86551
332031,Dharamshala BO,Sikar,Rajasthan,27.7755,75.19012
332041,Pardoli Badi BO,Sikar,Rajasthan,27.63548,74.9952
332042,Bhuwala BO,Sikar,Rajasthan,27.56926,75.0143
332301,Birania BO,Sikar,Rajasthan,27.97478,74.96496
332302,Ramshisar BO,Sikar,Rajasthan,28.13063,74.96263
332303,Almas BO,Sikar,Rajasthan,27.94932,75.08067
332304,Hudera BO,Sikar,Rajasthan,28.00921,74.8257
332305,Balod Bhakaran BO,Sikar,Rajasthan,27.97499,75.24713
332307,Thimoli BO,Sikar,Rajasthan,28.10396,75.08238
332311,Bairas BO,Sikar,Rajasthan,27.84042,74.96297
332312,Bhojasar BO,Sikar,Rajasthan,27.72079,74.89728
332315,Jasrasar BO,Sikar,Rajasthan,27.73003,75.06552
332316,Beedasar SO,Sikar,Rajasthan,27.84002,75.17338
332317,Badusar BO,Sikar,Rajasthan,27.82267,75.0139
332318,Juliasar BO,Sikar,Rajasthan,27.77226,74.82815
332401,Disnau BO,Sikar,Rajasthan,27.90309,75.11209
332402,Abhaipura BO,Sikar,Rajasthan,27.48922,75.37961
332403,Goriyan BO,Sikar,Rajasthan,27.52488,75.25813
332404,Ringas SO,Sikar,Rajasthan,27.3586,75.53104
332405,Sangarwa BO,Sikar,Rajasthan,27.58822,75.3328
332406,Dudhwa BO,Sikar,Rajasthan,27.43327,75.20704
332411,Malikpur BO,Sikar,Rajasthan,27.02664,74.56168
332601,Jalund BO,Sikar,Rajasthan,27.34356,75.27355
332602,Lamiya BO,Sikar,Rajasthan,27.36936,75.37421
332603,Arnia BO,Sikar,Rajasthan,27.35496,75.62066
332701,Ajmeri BO,Sikar,Rajasthan,27.43686,75.85958
332702,Motlawas BO,Sikar,Rajasthan,27.30913,75.18575
332703,Dholasari BO,Sikar,Rajasthan,27.23037,75.20912
332705,Dariba BO,Sikar,Rajasthan,27.62981,75.87982
332706,Narsinghpuri BO,Sikar,Rajasthan,27.62383,75.50828
332707,Sanwalpura Shekhawatan BO,Sikar,Rajasthan,27.61886,75.81297
332708,Kanwat RS BO,Sikar,Rajasthan,27.5828,75.65909
332709,Dhani Guman Singh BO,Sikar,Rajasthan,27.59387,75.52314
332710,Koolie BO,Sikar,Rajasthan,27.23948,75.23429
332711,Jillo BO,Sikar,Rajasthan,27.53486,75.55157
332712,Footala BO,Sikar,Rajasthan,27.42385,75.71095
332713,Napawali BO,Sikar,Rajasthan,27.75694,75.80862
332714,Govindpura BO,Sikar,Rajasthan,27.64085,75.74599
332715,Srimadhopur HO,Sikar,Rajasthan,27.47598,75.61088
332716,Sefragunwar S.O,Jhunjhunu,Rajasthan,27.8384,75.71282
332718,Ballupura BO,Sikar,Rajasthan,27.8089,75.9776
332719,Kalyanpura BO,Sikar,Rajasthan,27.53079,75.74514
332721,Fatehpura BO,Sikar,Rajasthan,27.61911,75.3108
332722,Jajod SO Srimadhopur,Sikar,Rajasthan,27.50417,75.51977
332742,Kankra BO,Sikar,Rajasthan,27.2145,75.15807
332746,Gorir B.O,Jhunjhunu,Rajasthan,28.05172,75.96758
333001,Jhunjhunu H.O,Jhunjhunu,Rajasthan,28.10935,75.40494
333010,Shekhasar B.O,Jhunjhunu,Rajasthan,28.14869,75.23972
333011,Hansasari B.O,Jhunjhunu,Rajasthan,28.20919,75.33604
333012,Titanwar S.O,Jhunjhunu,Rajasthan,27.91857,75.48983
333020,Nangli Saledi Singh B.O,Jhunjhunu,Rajasthan,28.03123,75.58073
333021,Bajawa B.O,Jhunjhunu,Rajasthan,28.0112,75.47971
333022,Bar Ki Dhani B.O,Jhunjhunu,Rajasthan,27.83461,75.52335
333023,Bakhatawarpura B.O,Jhunjhunu,Rajasthan,28.20415,75.47958
333024,Bharunda Kalan B.O,Jhunjhunu,Rajasthan,28.12727,75.52292
333025,Jakhora B.O,Jhunjhunu,Rajasthan,28.28876,75.44793
333026,Chirawa H.O,Jhunjhunu,Rajasthan,28.23783,75.64746
333027,Heerawaa B.O,Jhunjhunu,Rajasthan,28.17896,75.64373
333028,Kishorpura B.O,Jhunjhunu,Rajasthan,28.09362,75.60266
333029,Pilod B.O,Jhunjhunu,Rajasthan,28.31422,75.75849
333030,Jeeni B.O,Jhunjhunu,Rajasthan,28.33605,75.6858
333031,Chhapara B.O,Jhunjhunu,Rajasthan,28.41664,75.64786
333032,Signore B.O,Jhunjhunu,Rajasthan,27.85606,75.4339
333033,Dhulwa B.O,Jhunjhunu,Rajasthan,28.31998,75.86022
333034,Bhuriwas B.O,Jhunjhunu,Rajasthan,28.25729,75.95638
333035,Deoroad B.O,Jhunjhunu,Rajasthan,28.30886,75.59843
333036,Mehara Jatuwas B.O,Jhunjhunu,Rajasthan,27.97881,75.90438
333041,Bharu B.O,Jhunjhunu,Rajasthan,28.06157,75.29705
333042,Nansagate Nawalgarh S.O,Jhunjhunu,Rajasthan,27.84586,75.30747
333053,Khoh B.O,Jhunjhunu,Rajasthan,27.84934,75.62529
333055,Gadala Kalkan B.O,Jhunjhunu,Rajasthan,27.92555,75.67657
333302,Jahaz B.O,Jhunjhunu,Rajasthan,27.73642,75.58612
333303,Lohargal B.O,Jhunjhunu,Rajasthan,27.7237,75.41169
333304,Birol B.O,Jhunjhunu,Rajasthan,27.79442,75.33026
333305,Chhau B.O,Jhunjhunu,Rajasthan,27.91675,75.41897
333307,Inderpura B.O,Jhunjhunu,Rajasthan,27.73732,75.45613
333308,Dhamora B.O,Jhunjhunu,Rajasthan,27.79992,75.40011
333501,Gadrata B.O,Jhunjhunu,Rajasthan,27.88736,75.76234
333502,Kalakhari B.O,Jhunjhunu,Rajasthan,28.19616,75.86739
333503,Tyonda B.O,Jhunjhunu,Rajasthan,27.98995,75.82735
333504,Manota Kalan B.O,Jhunjhunu,Rajasthan,28.07685,75.81755
333514,Teelawali B.O,Jhunjhunu,Rajasthan,28.05284,75.71442
333515,Nihaloth B.O,Jhunjhunu,Rajasthan,28.17389,75.96477
333516,Moi Purani B.O,Jhunjhunu,Rajasthan,28.11946,75.85318
333517,Kidwana B.O,Jhunjhunu,Rajasthan,28.16911,75.74385
333701,Churiajitgarh S.O,Jhunjhunu,Rajasthan,27.9796,75.19107
333702,Dundlod S.O,Jhunjhunu,Rajasthan,27.90256,75.22764
333704,Sigra B.O,Jhunjhunu,Rajasthan,28.07418,75.18197
333705,Balaria B.O,Jhunjhunu,Rajasthan,27.94785,75.24936
333707,Delsar Kaklan B.O,Jhunjhunu,Rajasthan,27.97277,75.34008
333801,Saraisurpura S.O,Jhunjhunu,Rajasthan,27.74,75.22538
334001,Bikaner H.O,Bikaner,Rajasthan,28.10213,73.26645
334002,NDC BIKANER,Raipur,Chhattisgarh,28.02082,73.31582
334003,Pawanpuri S.O (Bikaner),Bikaner,Rajasthan,28.02083,73.31583
334004,Bangalanagar S.O,Bikaner,Rajasthan,28.02548,73.3022
334006,Bichhwal Ind.Area S.O,Bikaner,Rajasthan,28.08766,73.18705
334021,Sadolai,Bikaner,Rajasthan,28.59106,73.47932
334022,Bambloo B.O,Bikaner,Rajasthan,28.10731,73.48131
334023,Khajuwala S.O,Bikaner,Rajasthan,28.49171,72.95902
334024,Prithviraj Ka Bera,Bikaner,Rajasthan,28.07977,72.96906
334025,Utmamdesar B.O,Bikaner,Rajasthan,27.63925,73.80579
334201,Gusainsar B.O,Bikaner,Rajasthan,27.92694,73.51987
334202,Badhnu B.O,Bikaner,Rajasthan,27.93641,73.66682
334302,Bithnok B.O,Bikaner,Rajasthan,27.72827,72.91445
334303,Nokhara B.O,Bikaner,Rajasthan,27.74117,72.73538
334305,Bhaluri B.O,Bikaner,Rajasthan,28.11265,72.48918
334401,Gangashahar S.O,Bikaner,Rajasthan,27.98306,73.29861
334402,Ambasar B.O,Bikaner,Rajasthan,27.97514,73.45245
334403,Bhinasar S.O,Bikaner,Rajasthan,27.97417,73.29861
334601,Sodhwali B.O,Bikaner,Rajasthan,28.31986,73.47662
334602,Kujti B.O,Bikaner,Rajasthan,28.2608,73.86253
334603,Hansera B.O,Bikaner,Rajasthan,28.55729,73.78127
334604,Jaitpur B.O,Bikaner,Rajasthan,28.80391,73.9802
334801,Bhamatsar B.O,Bikaner,Rajasthan,27.76504,73.40402
334802,Kakra B.O,Bikaner,Rajasthan,27.61466,73.81544
334803,Beekasar B.O,Bikaner,Rajasthan,27.59583,73.3286
334804,Panchoo S.O,Bikaner,Rajasthan,27.80832,72.90188
334808,Pahalwan Ka Bera,Bikaner,Rajasthan,28.45607,72.73569
335001,Sriganganagar H.O,Ganganagar,Rajasthan,29.8502,73.84356
335002,Dharmsinghwala B.O,Ganganagar,Rajasthan,29.85942,73.89422
335021,39 Ps B.O,Ganganagar,Rajasthan,28.13102,76.76213
335022,Chak 3h Choti B.O,Ganganagar,Rajasthan,29.42443,73.96408
335024,15 Ff B.O,Ganganagar,Rajasthan,29.43389,74.02591
335025,10 Tkw,Ganganagar,Rajasthan,29.87833,74.26301
335027,Dhanoor B.O,Ganganagar,Rajasthan,30.08323,73.76932
335037,Sardarpura Jiwan B.O,Ganganagar,Rajasthan,29.76506,74.18241
335038,Matili Rathan B.O,Ganganagar,Rajasthan,29.92357,73.7037
335039,16ps B.O,Ganganagar,Rajasthan,29.53188,73.6053
335040,Dharinganwali B.O,Ganganagar,Rajasthan,29.79385,73.60252
335041,5nn B.O,Ganganagar,Rajasthan,29.2113,74.18246
335042,BINJHBAILA  S.O.,Ganganagar,Rajasthan,29.65001,73.78333
335051,Bagicha B.O,Ganganagar,Rajasthan,29.43423,73.64572
335061,1 Ps B.O,Ganganagar,Rajasthan,28.04144,72.42642
335062,Alipura B.O,Ganganagar,Rajasthan,29.89452,74.22885
335063,Amarpura Jalukhat B.O,Hanumangarh,Rajasthan,29.80616,74.45287
335064,Kheruwala B.O,Hanumangarh,Rajasthan,29.85334,74.64987
335065,Daulatpura B.O,Hanumangarh,Rajasthan,28.82502,75.06831
335073,Baringa B.O,Ganganagar,Rajasthan,29.79118,73.71208
335501,Ajitpura B.O,Hanumangarh,Rajasthan,28.20696,74.82137
335502,Dungarana B.O,Hanumangarh,Rajasthan,28.91674,75.55355
335503,Jogiwala B.O,Hanumangarh,Rajasthan,28.97693,75.50643
335504,Dhilki B.O,Hanumangarh,Rajasthan,28.97841,74.84293
335511,Garhichhani B.O,Hanumangarh,Rajasthan,29.15968,75.10237
335512,Hanumangarh Jn. H.O,Hanumangarh,Rajasthan,29.63797,74.29085
335513,Jhamber B.O,Hanumangarh,Rajasthan,29.6196,74.41479
335521,Baramsar B.O,Hanumangarh,Rajasthan,29.0672,74.32329
335522,Jhedasar B.O,Hanumangarh,Rajasthan,28.9307,74.20962
335523,Dhansia B.O,Hanumangarh,Rajasthan,29.13282,74.71937
335524,Chahuwali B.O,Hanumangarh,Rajasthan,29.27303,74.40236
335525,Talwara Jheel S.O,Hanumangarh,Rajasthan,29.515,74.58886
335526,Masani B.O,Hanumangarh,Rajasthan,29.55642,74.50403
335701,90 Gb B.O,Ganganagar,Rajasthan,29.19184,73.20496
335702,Sarupsar B.O,Ganganagar,Rajasthan,29.155,73.85495
335703,15blda B.O,Ganganagar,Rajasthan,29.07267,73.11533
335704,25 Gb B.O,Ganganagar,Rajasthan,29.22867,73.64263
335707,2 Rkma B.O,Ganganagar,Rajasthan,29.90352,73.87974
335708,Khobar B.O,Ganganagar,Rajasthan,28.83839,72.88684
335711,7 Gd B.O,Ganganagar,Rajasthan,29.90352,73.87974
335801,Kamana B.O,Hanumangarh,Rajasthan,29.49663,74.2055
335802,Amarsinghwala B.O,Hanumangarh,Rajasthan,29.60765,74.7313
335803,Ahmedpura B.O,Hanumangarh,Rajasthan,29.48528,74.07389
335804,Badopal B.O,Ganganagar,Rajasthan,29.20889,73.94237
335805,1O Spd,Ganganagar,Rajasthan,29.35424,74.09505
335901,Dullapur Kerri B.O,Ganganagar,Rajasthan,30.09244,73.9458
341001,Nagaur H.O,Nagaur,Rajasthan,26.85097,74.00197
341002,Bhadana B.O,Nagaur,Rajasthan,27.42911,73.86316
341003,Alai S.O,Nagaur,Rajasthan,27.32546,73.57656
