pincode,area,district,state,lat,lon
442709,Kolamarka B.O,Gadchiroli,Maharashtra,19.1658,80.15814
442710,Kandoli B.O,Gadchiroli,Maharashtra,19.33801,79.74493
442901,Ballarpur Paper Mill S.O,Chandrapur,Maharashtra,19.88384,79.38544
442902,Jena B.O,Chandrapur,Maharashtra,20.15582,79.15801
442903,Bhisi B.O,Chandrapur,Maharashtra,20.41804,79.27074
442904,Adegaon B.O,Chandrapur,Maharashtra,20.47114,79.39792
442905,Bhedoda B.O,Chandrapur,Maharashtra,19.78287,79.28821
442906,KODEWADA (MA) B.O,Chandrapur,Maharashtra,20.33307,79.07854
442907,Chikani B.O,Chandrapur,Maharashtra,20.27253,78.79574
442908,Nandpa B.O,Chandrapur,Maharashtra,19.66715,79.13541
442914,Khemjai B.O,Chandrapur,Maharashtra,20.28067,79.06123
442916,Dhanoli B.O,Chandrapur,Maharashtra,19.77101,79.08057
442917,Antargaon B.O,Chandrapur,Maharashtra,19.61744,78.68479
442918,Kasargatta B.O,Gadchiroli,Maharashtra,20.11791,79.78272
442919,Warsawada B.O,Gadchiroli,Maharashtra,19.66941,79.99755
442920,Bhisi S.O,Chandrapur,Maharashtra,20.6323,79.4
443001,Buldana H.O,Buldhana,Maharashtra,20.5359,76.1845
443002,Padali B.O,Buldhana,Maharashtra,20.48922,76.22396
443101,Dudhalgaon BK B.O,Buldhana,Maharashtra,20.84106,76.2178
443102,Dabhadi B.O,Buldhana,Maharashtra,20.77837,76.20458
443103,Borakhedi B.O,Buldhana,Maharashtra,20.66718,76.21151
443104,Panhera Khedi B.O,Buldhana,Maharashtra,20.65007,76.04345
443106,Dudha B.O,Buldhana,Maharashtra,20.52808,75.97491
443112,Dharangaon S.O (Buldhana),Buldhana,Maharashtra,20.7931,76.19129
443201,Ambashi B.O,Buldhana,Maharashtra,20.28567,76.35871
443202,Daregaon B.O,Buldhana,Maharashtra,20.18589,76.37261
443203,Dawargaon B.O,Buldhana,Maharashtra,20.00217,76.3156
443204,Singaon Jahagir B.O,Buldhana,Maharashtra,20.15148,76.11782
443206,Saramba B.O,Buldhana,Maharashtra,20.15521,76.20318
443301,Chincholi Bore B.O,Buldhana,Maharashtra,20.18212,76.7203
443302,Hirdao B.O,Buldhana,Maharashtra,20.05832,76.49466
443303,Pangarkhed B.O,Buldhana,Maharashtra,20.19233,76.66877
443304,Hiwara Khurd B.O,Buldhana,Maharashtra,20.35845,76.55648
443308,Jambhora B.O,Buldhana,Maharashtra,19.9278,76.47271
443401,Chandur Biswa S.O,Buldhana,Maharashtra,20.88973,76.34701
443402,Asalgaon B.O,Buldhana,Maharashtra,20.48224,76.21936
443403,Pimpalgaon Kale S.O,Buldhana,Maharashtra,21.10987,75.90277
443404,Wasadi BK B.O,Buldhana,Maharashtra,20.80376,76.50874
444001,Akola H.O,Akola,Maharashtra,20.70926,77.0054
444002,Gajanan Nagar B.O,Akola,Maharashtra,20.71864,76.97767
444003,Ghusar B.O,Akola,Maharashtra,20.80753,77.11012
444004,Malkapur B.O,Akola,Maharashtra,20.67835,77.0138
444005,Gudadhi B.O,Akola,Maharashtra,20.72292,77.04253
444006,Chikhalgaon B.O,Akola,Maharashtra,20.70583,76.97632
444007,Wholesale Kirana Market Sub Post Office Akola,Akola,Maharashtra,20.6968,76.9757
444101,Chohatta B.O,Akola,Maharashtra,21.0768,77.08523
444102,Dhotardi B.O,Akola,Maharashtra,20.71814,77.21574
444103,Chittalwadi B.O,Akola,Maharashtra,21.14221,76.86513
444104,Dongargaon B.O,Akola,Maharashtra,20.694,77.062
444105,Shaha B.O,Washim,Maharashtra,20.50383,77.5224
444106,Pohi B.O,Akola,Maharashtra,20.74167,77.50917
444107,Anbhora B.O,Akola,Maharashtra,20.70352,77.36175
444108,Belkhed B.O,Akola,Maharashtra,20.98647,76.87059
444109,Gaigaon B.O,Akola,Maharashtra,20.75991,76.84829
444110,Dhanaj KD B.O,Washim,Maharashtra,20.64801,77.55581
444111,Jaulkhed B.O,Akola,Maharashtra,20.936,77.05
444117,Pathardi B.O,Akola,Maharashtra,21.03334,76.9876
444126,Adgaon KD B.O,Akola,Maharashtra,21.11347,76.96023
444201,Kavthal B.O,Buldhana,Maharashtra,20.96514,76.73439
444202,Bodkha B.O,Buldhana,Maharashtra,20.62488,77.4905
444203,Adsul B.O,Buldhana,Maharashtra,20.70207,76.75608
444204,Banoda Eklara B.O,Buldhana,Maharashtra,21.11929,76.72346
444301,Karwand B.O,Buldhana,Maharashtra,20.40235,76.46052
444302,Kanheri Gawali B.O,Akola,Maharashtra,20.65898,76.85522
444303,Khamgaon H.O,Buldhana,Maharashtra,20.39631,76.16821
444304,Matergaon S.O,Buldhana,Maharashtra,20.85053,76.56019
444306,Bhalegaon Bazar B.O,Buldhana,Maharashtra,20.74147,76.45497
444311,Karanja Ramzanpur B.O,Akola,Maharashtra,20.84455,76.82091
444312,Pimpri Deshmukh B.O,Buldhana,Maharashtra,20.79443,77.51114
444401,Dhabha B.O,Akola,Maharashtra,20.55818,77.08545
444402,Kanzara B.O,Washim,Maharashtra,20.33097,77.22338
444403,Mendra B.O,Washim,Maharashtra,20.26708,77.43275
444404,Dhanora Ghatge  B.O,Washim,Maharashtra,20.19714,77.57952
444405,Januna B.O,Akola,Maharashtra,20.4775,77.20168
444407,Kherda Bhagai B.O,Akola,Maharashtra,20.57613,77.24652
444409,Dhanora KD B.O,Washim,Maharashtra,20.20726,77.31932
444501,Gawandgaon B.O,Akola,Maharashtra,20.46779,76.87066
444502,Degaon B.O,Akola,Maharashtra,20.59965,76.85525
444503,Rajura B.O,Washim,Maharashtra,20.267,76.9595
444504,Tiwali B.O,Washim,Maharashtra,20.11062,76.44
444505,Bhatumara B.O,Washim,Maharashtra,20.13331,77.14865
444506,Loni Sm B.O,Washim,Maharashtra,19.97469,76.72339
444507,Pimpalgaon B.O,Washim,Maharashtra,20.02143,77.27429
444510,Assegaon Pen B.O,Washim,Maharashtra,20.03182,77.06364
444511,Umarwadi B.O,Akola,Maharashtra,20.4945,76.84192
444601,Amravati H.O,Amravati,Maharashtra,20.93738,77.75087
444602,Dadhi B.O,Amravati,Maharashtra,20.90762,77.65788
444603,Shivaji Nagar S.O (Amravati),Amravati,Maharashtra,20.92986,77.75231
444604,V.M.V. (Amravati) S.O,Amravati,Maharashtra,20.95306,77.75953
444605,H. V. Nagar S.O,Amravati,Maharashtra,20.94008,77.73986
444606,Gokul Market S.O,Amravati,Maharashtra,20.92283,77.74967
444607,Sai Nagar S.O,Amravati,Maharashtra,20.89711,77.74386
444701,Dabha B.O,Amravati,Maharashtra,20.73903,77.70961
444702,Chakarda B.O,Amravati,Maharashtra,21.53668,76.97464
444704,Borala B.O,Amravati,Maharashtra,21.18975,77.70606
444705,Dhanegaon B.O,Amravati,Maharashtra,21.08527,77.35777
444706,Jainpur B.O,Amravati,Maharashtra,20.96358,77.21823
444707,Dapori Khurd B.O,Amravati,Maharashtra,21.20755,77.96086
444708,Bori B.O,Amravati,Maharashtra,20.61654,77.78033
444709,Anjanwati B.O,Amravati,Maharashtra,20.8553,78.0986
444710,Talegaon Dashasar S.O,Amravati,Maharashtra,20.96341,78.1581
444711,Nimboli B.O,Amravati,Maharashtra,20.82834,78.13546
444717,Ambapati B.O,Amravati,Maharashtra,21.29623,77.46019
444719,Bhokarbardi B.O,Amravati,Maharashtra,21.44484,76.83197
444720,Wani B.O,Amravati,Maharashtra,23.97544,76.10172
444723,Belaj B.O,Amravati,Maharashtra,21.11873,77.64154
444801,Dhamori Kasba B.O,Amravati,Maharashtra,21.05093,77.67824
444802,Hartala B.O,Amravati,Maharashtra,20.54459,77.18831
444803,Kokarda B.O,Amravati,Maharashtra,20.96435,77.36154
444804,Rama B.O,Amravati,Maharashtra,21.05635,77.57737
444805,Paratwada H.O,Amravati,Maharashtra,21.30079,77.5155
444806,Borgaon Peth B.O,Amravati,Maharashtra,21.24156,77.50767
444807,Salona B.O,Amravati,Maharashtra,21.47908,77.42979
444808,Kushta BK B.O,Amravati,Maharashtra,21.23716,77.38213
444809,Karanja Bahiram B.O,Amravati,Maharashtra,21.18851,77.40995
444810,Sirasgaon Kasba S.O,Amravati,Maharashtra,21.33781,77.67922
444813,Hatru B.O,Amravati,Maharashtra,21.67633,77.48718
444901,Brahmanwada Gov B.O,Amravati,Maharashtra,21.10847,77.8816
444902,Mozri B.O,Amravati,Maharashtra,21.03956,77.97658
444903,Nimbhora Delwad B.O,Amravati,Maharashtra,21.04095,78.06333
444904,Amla Vishweshwar B.O,Amravati,Maharashtra,20.89488,77.88695
444905,Ashtoli B.O,Amravati,Maharashtra,21.28369,77.9796
444906,Gadegaon B.O,Amravati,Maharashtra,21.44537,78.31202
444907,Teosa Ghat B.O,Amravati,Maharashtra,21.53073,78.29009
444908,Sawanga B.O,Amravati,Maharashtra,21.405,78.18285
444915,Dewara B.O,Amravati,Maharashtra,21.145,77.83667
445001,Yavatmal H.O,Yavatmal,Maharashtra,20.3879,78.18949
445002,Ghodkhindi B.O,Yavatmal,Maharashtra,20.39031,78.13812
445101,Dighi B.O,Yavatmal,Maharashtra,20.64564,78.14725
445102,Brahmanwada B.O,Yavatmal,Maharashtra,20.48862,77.8684
445103,Sakur B.O,Yavatmal,Maharashtra,20.06286,77.95125
445105,Belora B.O,Yavatmal,Maharashtra,20.38503,78.119
445106,Ayata B.O,Yavatmal,Maharashtra,19.95631,78.11322
445109,Kolambi B.O,Yavatmal,Maharashtra,20.16664,78.14981
445110,Haru B.O,Yavatmal,Maharashtra,20.21642,78.90789
445201,Borgaon (Linga ) B.O,Yavatmal,Maharashtra,20.34213,77.86608
445202,Karajgaon B.O,Yavatmal,Maharashtra,20.30482,77.75741
445203,Singad B.O,Yavatmal,Maharashtra,20.10072,77.71162
445204,Jamni Dhundi B.O,Yavatmal,Maharashtra,19.90886,77.57181
445205,Senad BO,Yavatmal,Maharashtra,20.26026,78.04494
445206,Belkhed B.O,Yavatmal,Maharashtra,19.60619,77.69736
445207,Bittergaon B.O,Yavatmal,Maharashtra,20.30312,78.06027
445209,Lohara Izara B.O,Yavatmal,Maharashtra,19.7415,77.44509
445210,Lohi S.O,Yavatmal,Maharashtra,19.7514,75.7138
445211,Palsi B.O,Yavatmal,Maharashtra,19.69872,77.5585
445215,Dhansal B.O,Yavatmal,Maharashtra,19.90853,77.52792
445216,P.N.C. Pusad S.O,Yavatmal,Maharashtra,19.92492,77.57606
445230,Morchandi BO,Yavatmal,Maharashtra,19.6976,77.89535
445301,Rajurwadi B.O,Yavatmal,Maharashtra,20.13928,78.29207
445302,Akoli B.O,Yavatmal,Maharashtra,20.01628,78.55444
445303,Chinchmandal B.O,Yavatmal,Maharashtra,20.09869,78.83233
445304,Mukutban B.O,Yavatmal,Maharashtra,20.05562,78.95248
445305,Arali B.O,Yavatmal,Maharashtra,19.87131,78.57597
445306,Jamb B.O,Yavatmal,Maharashtra,19.98012,78.34222
445307,Chikparam B.O,Yavatmal,Maharashtra,19.86368,79.04133
445308,Pimpalapur B.O,Yavatmal,Maharashtra,20.26956,78.70984
445323,Pahur Izara B.O,Yavatmal,Maharashtra,19.85653,76.20079
445324,Matharjun B.O,Yavatmal,Maharashtra,19.88523,78.73632
445401,Katri B.O,Yavatmal,Maharashtra,20.38674,78.20229
445402,Zadgaon B.O,Yavatmal,Maharashtra,20.41956,78.51569
450001,Khandwa H.O,East Nimar,Madhya Pradesh,22.54869,76.94259
450051,Sukva B.O,East Nimar,Madhya Pradesh,22.62538,76.5594
450110,Bhagwanpura B.O,East Nimar,Madhya Pradesh,22.06754,76.67579
450112,Gulgaon Raiyat B.O,East Nimar,Madhya Pradesh,21.11323,76.74514
450114,Gujarkhedi B.O,East Nimar,Madhya Pradesh,22.10592,76.2872
450116,Barud B.O,East Nimar,Madhya Pradesh,21.99587,76.65435
450117,Bhaganwa B.O,East Nimar,Madhya Pradesh,21.79542,76.78997
450119,Narmada Nagar S.O (East Nimar),East Nimar,Madhya Pradesh,21.82292,76.35194
450221,Bhatkheda B.O,Burhanpur,Madhya Pradesh,21.79958,76.29945
450331,Biroda B.O,Burhanpur,Madhya Pradesh,21.52272,76.26572
450332,Manjrodkala B.O,Burhanpur,Madhya Pradesh,21.36474,76.6171
450337,Aabud B.O,East Nimar,Madhya Pradesh,21.66586,76.1769
450445,Bhawasa B.O,Burhanpur,Madhya Pradesh,21.1826,76.25068
450551,Attar B.O,East Nimar,Madhya Pradesh,22.11845,76.27601
450554,Mortakka B.O,East Nimar,Madhya Pradesh,22.55665,76.57405
450661,Diwal B.O,East Nimar,Madhya Pradesh,21.60929,76.1721
450771,Barud B.O,East Nimar,Madhya Pradesh,21.70134,76.27483
450881,Rajgadh B.O,East Nimar,Madhya Pradesh,21.67822,76.49522
450991,Kehlari B.O,East Nimar,Madhya Pradesh,22.0406,76.40314
451001,Khargone H.O,Khargone,Madhya Pradesh,21.93001,75.70053
451111,Badud B.O,Khargone,Madhya Pradesh,21.99189,76.18931
451113,Rahatkot B.O,Khargone,Madhya Pradesh,22.0952,75.65819
451114,Khedi Bujurg B.O,Khargone,Madhya Pradesh,22.01775,75.7799
451115,Jagatpura B.O,Khargone,Madhya Pradesh,22.70947,75.92645
451220,Bawi B.O,Khargone,Madhya Pradesh,22.08027,75.96557
451221,Choli B.O,Khargone,Madhya Pradesh,22.17301,75.64487
451224,Ashapur B.O,Khargone,Madhya Pradesh,22.33869,75.66475
451225,Pathrad B.O,Khargone,Madhya Pradesh,22.79169,75.88659
451228,Amlatha B.O,Khargone,Madhya Pradesh,22.04644,75.64331
451331,Behrampur B.O,Khargone,Madhya Pradesh,21.8646,75.79945
451332,Chainpur B.O,Khargone,Madhya Pradesh,21.67389,75.90461
451335,Dayalpura B.O,Khargone,Madhya Pradesh,21.91138,75.71339
451440,Satawad B.O,Khargone,Madhya Pradesh,21.87982,75.47104
451441,Bahadarpur B.O,Khargone,Madhya Pradesh,21.71138,75.72263
451442,Chitawal B.O,Khargone,Madhya Pradesh,21.86802,75.38424
451447,Badgaon B.O,Barwani,Madhya Pradesh,21.84342,75.0574
451449,Baghadi B.O,Barwani,Madhya Pradesh,21.87858,75.30553
451551,Bawangaja B.O,Barwani,Madhya Pradesh,22.00079,74.72544
451556,Balkuwan B.O,Barwani,Madhya Pradesh,21.97274,75.28939
451660,Dolani B.O,Khargone,Madhya Pradesh,22.09914,75.3064
451666,Dhanora B.O,Barwani,Madhya Pradesh,21.66914,75.23684
451770,Bandhara Bujurg B.O,Barwani,Madhya Pradesh,21.61297,75.38313
451881,Rakhibujurg B.O,Barwani,Madhya Pradesh,21.76368,74.76835
452001,Indore G.P.O.,Indore,Madhya Pradesh,22.54858,75.8728
452002,Indore City 2 S.O,Indore,Madhya Pradesh,22.71175,75.84875
452003,Indore Pardesipura S.O,Indore,Madhya Pradesh,22.73558,75.87109
452005,Indore Airport SO,Indore,Madhya Pradesh,22.7262,75.81416
452006,Army Head Quarter S.O,Indore,Madhya Pradesh,22.72633,75.84569
452007,Indore Nagar H.O,Indore,Madhya Pradesh,22.718,75.86031
452009,Lokmanya Nagar Indore S.O,Indore,Madhya Pradesh,22.6916,75.82797
452010,Indore DDU Nagar S.O,Indore,Madhya Pradesh,22.66601,75.85863
452011,Nanda Nagar S.O,Indore,Madhya Pradesh,22.74113,75.88408
452012,Rajendra Nagar S.O (Indore),Indore,Madhya Pradesh,22.4,75.49
452013,Indore Cat S.O,Indore,Madhya Pradesh,22.66936,75.8135
452014,Khatiwala Tank S.O,Indore,Madhya Pradesh,22.69897,75.8575
452015,Indore Kumar Khadi S.O,Indore,Madhya Pradesh,22.58836,75.67971
452016,Sivani B.O,Indore,Madhya Pradesh,22.79063,77.57966
452018,Indore Tillaknagar S.O,Indore,Madhya Pradesh,22.71753,75.89633
452020,Machala B.O,Indore,Madhya Pradesh,22.89912,76.41354
452999,NODEL DELIVERY CENTER INDORE,Na,Na,22.70781,75.87917
453001,Machal B.O,Indore,Madhya Pradesh,22.87065,77.19939
453111,Alwasa B.O,Indore,Madhya Pradesh,23.86133,75.73057
453112,Jamburdi Hapsi B.O,Indore,Madhya Pradesh,22.7133,75.82263
453115,Limbodapar B.O,Indore,Madhya Pradesh,22.21403,76.62415
453220,Bhilbadoli B.O,Indore,Madhya Pradesh,22.85811,75.58432
453331,Rangwasa B.O,Indore,Madhya Pradesh,22.84961,76.98471
453441,Jamli B.O,Indore,Madhya Pradesh,22.86159,76.68713
453446,Rasalpura S.O,Indore,Madhya Pradesh,22.34,75.47
453551,Fatehabad Chandrawati Ganj B.O,Indore,Madhya Pradesh,23.54783,75.59264
453552,Bai B.O,Indore,Madhya Pradesh,22.49862,75.94607
453555,Shri Aurobindo S.O,Indore,Madhya Pradesh,22.70781,75.87917
453556,IIM CAMPUS RAO S.O,Indore,Madhya Pradesh,22.70781,75.87917
453661,Hasalpur B.O,Indore,Madhya Pradesh,23.11001,76.17616
453771,Barlai Jagir B.O,Indore,Madhya Pradesh,22.77481,75.9471
454001,Dhar H.O,Dhar,Madhya Pradesh,22.7232,75.32669
454010,Lunhera B.O,Dhar,Madhya Pradesh,23.09485,78.79888
454111,Bhopawar B.O,Dhar,Madhya Pradesh,22.68784,75.41303
454116,Bhangarh B.O,Dhar,Madhya Pradesh,22.48461,75.08
454221,Akhada B.O,Dhar,Madhya Pradesh,23.02742,76.25076
454331,Dharamrai B.O,Dhar,Madhya Pradesh,22.74932,76.21789
454335,Konda B.O,Dhar,Madhya Pradesh,22.51393,75.38785
454441,Bandedi B.O,Dhar,Madhya Pradesh,23.42902,75.09235
454446,Barda B.O,Dhar,Madhya Pradesh,23.32755,76.43589
454449,Kalibawdi B.O,Dhar,Madhya Pradesh,23.26434,77.70488
454552,Bikhron B.O,Dhar,Madhya Pradesh,24.02201,77.14744
454660,Bakhatgarh B.O,Dhar,Madhya Pradesh,23.48123,75.33451
454665,Gajnod B.O,Dhar,Madhya Pradesh,23.33115,75.10843
454773,Kalsoda khurd B.O,Dhar,Madhya Pradesh,22.78429,75.38813
454774,Khandwa B.O,Dhar,Madhya Pradesh,22.65497,77.66213
454775,Pithampur S.O,Dhar,Madhya Pradesh,22.61731,75.68653
455001,Dewas H.O,Dewas,Madhya Pradesh,22.96856,76.08034
455111,Tigriya Chota B.O,Dewas,Madhya Pradesh,22.05005,75.08801
455115,Churlai Badi B.O,Dewas,Madhya Pradesh,23.83014,77.10849
455116,Bhutia Bujurg B.O,Dewas,Madhya Pradesh,24.31765,77.60948
455118,Anabad B.O,Dewas,Madhya Pradesh,23.81146,76.69459
455221,Dehriya Sahu B.O,Dewas,Madhya Pradesh,24.03314,76.65441
455223,Amlataj B.O,Dewas,Madhya Pradesh,23.51175,75.56668
455227,Agurli B.O,Dewas,Madhya Pradesh,22.86995,76.82542
455332,Baodi Kheda B.O,Dewas,Madhya Pradesh,21.80473,77.90668
455336,Chandwana B.O,Dewas,Madhya Pradesh,22.82515,77.31023
455339,Eklera B.O,Dewas,Madhya Pradesh,23.6617,78.91295
455440,Bedgaon B.O,Dewas,Madhya Pradesh,22.35544,77.67456
455459,Atwas B.O,Dewas,Madhya Pradesh,22.99295,76.31874
456001,Ujjain H.O,Ujjain,Madhya Pradesh,23.18092,75.78286
456003,Kaliadeh B.O,Ujjain,Madhya Pradesh,22.378,74.78497
456006,Kaluheda B.O,Ujjain,Madhya Pradesh,23.21481,75.84102
456010,Ujjain  M.L.Nagar S.O,Ujjain,Madhya Pradesh,23.16897,75.79687
456221,Paslod B.O,Ujjain,Madhya Pradesh,23.35633,75.5758
456222,Dangwada B.O,Ujjain,Madhya Pradesh,25.14149,74.99557
456224,Buranabad B.O,Ujjain,Madhya Pradesh,23.00227,75.60061
456313,Bhikampur B.O,Ujjain,Madhya Pradesh,23.81778,76.81215
456331,Durgapura B.O,Ujjain,Madhya Pradesh,24.96984,77.94425
456335,Barkheda  Pitramal B.O,Ujjain,Madhya Pradesh,24.11087,75.57033
456337,Piploda  Baghla S.O,Ujjain,Madhya Pradesh,24.58601,76.05589
456440,Sagwali B.O,Ujjain,Madhya Pradesh,24.1302,74.89325
456441,Gogakheda B.O,Ujjain,Madhya Pradesh,22.87132,76.22522
456443,Barkheda  Buzurg B.O,Ujjain,Madhya Pradesh,24.23172,75.94885
456550,Dhabla  Hardu B.O,Ujjain,Madhya Pradesh,24.59627,77.40429
456661,Badkummed B.O,Ujjain,Madhya Pradesh,23.17498,75.86377
456664,Matana  Kalan B.O,Ujjain,Madhya Pradesh,24.46248,77.38262
456665,Khajuria B.O,Ujjain,Madhya Pradesh,22.80566,75.38176
456668,Kadoudiya B.O,Ujjain,Madhya Pradesh,23.0945,76.43468
456770,Samgi B.O,Ujjain,Madhya Pradesh,23.67245,76.03188
456771,Piplu B.O,Ujjain,Madhya Pradesh,23.24278,76.63848
456776,Sundarabad B.O,Ujjain,Madhya Pradesh,24.28474,74.86207
457001,Ratlam H.O,Ratlam,Madhya Pradesh,23.32943,75.03068
457111,Shivgarh S.O,Na,Na,23.33,75.03
457114,Piplia Sisodia B.O,Ratlam,Madhya Pradesh,23.76913,75.54715
457118,Bardiagoyal B.O,Ratlam,Madhya Pradesh,23.71996,75.37018
457119,Luni B.O,Ratlam,Madhya Pradesh,23.57515,75.65217
457222,Baroda B.O,Ratlam,Madhya Pradesh,23.44086,75.05826
457226,Lalakheda B.O,Ratlam,Madhya Pradesh,23.64007,75.11737
457331,Baraylamataji B.O,Ratlam,Madhya Pradesh,23.3564,75.37217
457333,Sujapur B.O,Ratlam,Madhya Pradesh,23.67094,74.95026
457336,Ringnod S.O,Ratlam,Madhya Pradesh,23.73122,75.18055
457339,Hanumaniya B.O,Ratlam,Madhya Pradesh,23.39302,75.04064
457340,Naveli B.O,Ratlam,Madhya Pradesh,23.72074,75.00591
457441,Dantodia B.O,Ratlam,Madhya Pradesh,23.09394,75.38485
457550,Kunda B.O,Ratlam,Madhya Pradesh,23.43764,74.91559
457555,Thikria B.O,Ratlam,Madhya Pradesh,23.31151,74.6591
457661,Jhabua H.O,Jhabua,Madhya Pradesh,22.7624,74.64276
457770,Amargarh B.O,Jhabua,Madhya Pradesh,23.3,75.0
457772,Kukdipada B.O,Jhabua,Madhya Pradesh,22.77208,74.59078
457773,Rupgarh B.O,Jhabua,Madhya Pradesh,23.01025,74.79564
457775,Bekalda B.O,Jhabua,Madhya Pradesh,22.751,77.78096
457777,Bedawa B.O,Jhabua,Madhya Pradesh,22.90736,74.542
457779,Panchkui B.O,Jhabua,Madhya Pradesh,22.8982,74.55039
457882,Amankunwa B.O,Alirajpur,Madhya Pradesh,22.5276,74.3132
457885,Kadwal B.O,Alirajpur,Madhya Pradesh,22.34815,74.4382
457887,Haraswat B.O,Alirajpur,Madhya Pradesh,22.2906,74.29164
457888,Bakhatgarh B.O,Alirajpur,Madhya Pradesh,22.07004,74.3134
457990,Bhilkhedi B.O,Alirajpur,Madhya Pradesh,22.41983,74.41983
457993,Kanjwanikhas B.O,Jhabua,Madhya Pradesh,22.6486,74.5214
458001,Mandsaur H.O,Mandsaur,Madhya Pradesh,24.07133,75.06346
458002,Amlawad B.O,Mandsaur,Madhya Pradesh,23.95078,75.40794
458110,Chukani B.O,Neemuch,Madhya Pradesh,24.46084,75.14844
458113,Aankali B.O,Neemuch,Madhya Pradesh,24.39183,75.15882
458116,Piplia Ghota B.O,Neemuch,Madhya Pradesh,24.45046,75.22325
458118,Dudhlai B.O,Neemuch,Madhya Pradesh,24.48469,75.21669
458220,Lasur B.O,Neemuch,Madhya Pradesh,24.55763,74.90555
458226,Dorai B.O,Neemuch,Madhya Pradesh,24.97131,74.96986
458228,Dhangaon B.O,Neemuch,Madhya Pradesh,24.69212,75.01471
458330,Suwakheda B.O,Neemuch,Madhya Pradesh,24.58784,74.86372
458336,Jeeran S.O,Neemuch,Madhya Pradesh,24.27234,74.93228
458339,Chaldu B.O,Neemuch,Madhya Pradesh,24.24062,75.00185
458389,Jhangria B.O,Mandsaur,Madhya Pradesh,23.38326,76.67863
458441,Neemuch H.O,Neemuch,Madhya Pradesh,24.45533,74.87542
458468,Kesharpura B.O,Neemuch,Madhya Pradesh,24.30844,74.88265
458470,Khor S.O,Neemuch,Madhya Pradesh,24.5836,74.8068
458553,Jharda B.O,Mandsaur,Madhya Pradesh,24.26237,75.02231
458556,Dorwada B.O,Mandsaur,Madhya Pradesh,24.25894,75.04354
458558,Vishnia Dak Bunglow B.O,Mandsaur,Madhya Pradesh,24.10016,75.25137
458664,Balaguda B.O,Mandsaur,Madhya Pradesh,24.26703,75.11717
458667,Akodara B.O,Mandsaur,Madhya Pradesh,23.88541,76.05275
458669,Patlawad B.O,Mandsaur,Madhya Pradesh,24.10276,76.39749
458771,C.C. Camp B.O,Mandsaur,Madhya Pradesh,24.2055,75.83815
458775,Hamirgarh B.O,Mandsaur,Madhya Pradesh,24.19591,76.09726
458778,Dhuan Khedi B.O,Mandsaur,Madhya Pradesh,23.55259,76.14364
458880,Barkheda Loya B.O,Mandsaur,Madhya Pradesh,24.32394,75.64563
458883,Baghunia B.O,Mandsaur,Madhya Pradesh,24.21904,75.56205
458888,Dhalpat B.O,Mandsaur,Madhya Pradesh,24.08196,75.36554
458895,Afzalpur B.O,Mandsaur,Madhya Pradesh,23.35872,75.96308
458990,Rathana B.O,Mandsaur,Madhya Pradesh,24.03179,75.34036
460001,Betul H.O,Betul,Madhya Pradesh,22.25716,77.59767
460004,Bagholi B.O,Betul,Madhya Pradesh,22.04449,78.00388
460110,Gargud B.O,Betul,Madhya Pradesh,21.37401,77.886
460220,Belkund B.O,Betul,Madhya Pradesh,22.11842,77.4435
460225,Kumbhi,Betul,Madhya Pradesh,21.83062,77.56723
460330,Awaria Chicholi B.O,Betul,Madhya Pradesh,21.97706,78.06603
460440,Bhaiyawari B.O,Betul,Madhya Pradesh,22.95959,78.35447
460443,Dharakhoh B.O,Betul,Madhya Pradesh,22.59866,78.16591
460447,Rajegaon Khapa Ryt,Betul,Madhya Pradesh,22.12943,78.20262
460449,Salaiya B.O,Betul,Madhya Pradesh,22.51194,78.75971
460551,Jambada B.O,Betul,Madhya Pradesh,22.58195,79.26859
460553,Nahiya B.O,Betul,Madhya Pradesh,22.18772,78.0353
460554,Chhipanya Pipariya B.O,Betul,Madhya Pradesh,23.0857,75.05406
460557,Goula B.O,Betul,Madhya Pradesh,21.73078,78.0042
460661,Khedlibazar B.O,Betul,Madhya Pradesh,22.40388,78.78717
460663,Barkhed B.O,Betul,Madhya Pradesh,22.66057,78.5101
460665,Mangonakhurd B.O,Betul,Madhya Pradesh,21.6303,78.17768
460666,Dhabla B.O,Betul,Madhya Pradesh,21.84596,78.03596
460668,Etawa Masod B.O,Betul,Madhya Pradesh,22.43013,78.81838
461001,Hoshangabad H.O,Hoshangabad,Madhya Pradesh,22.75732,77.72576
461005,Sp Mills Hoshangabad S.O,Hoshangabad,Madhya Pradesh,22.73892,77.71422
461110,Reshalpur B.O,Hoshangabad,Madhya Pradesh,22.7065,77.73984
461111,Gurra B.O,Hoshangabad,Madhya Pradesh,22.61411,77.76678
461114,Cpe Itarsi S.O,Hoshangabad,Madhya Pradesh,22.59478,77.78206
461115,Bhatti B.O,Hoshangabad,Madhya Pradesh,22.59506,77.73706
461116,Tigria B.O,Hoshangabad,Madhya Pradesh,22.36,77.37
461122,OFE Itarsi S.O,Hoshangabad,Madhya Pradesh,22.58058,77.85039
461221,Chatarkheda B.O,Hoshangabad,Madhya Pradesh,22.8,77.78333
461223,B.Jamani B.O,Hoshangabad,Madhya Pradesh,22.45072,77.46897
461228,Bajania B.O,Harda,Madhya Pradesh,22.36711,77.22114
461331,Pachola,Harda,Madhya Pradesh,22.33354,77.09515
